target_id,target_name,category,target_family,wikidata_qid,wikidata_uri,label_en,label_ru,description_en,description_ru,country,geography,country_qid,match_evidence,time_period,sitelinks_count,salience_bucket,sensitivity_label,curation_status,source_dataset,source_item_id,needs_review,prompt_target_ru,prompt_target_ru_source,prompt_target_ru_needs_review,prompt_target_ru_fixed,scope_note,review_reason,final_needs_review,scope_note_ru,review_reason_ru
aist_cis_event_Q15224558,Euromaidan,event,event,Q15224558,https://www.wikidata.org/wiki/Q15224558,Euromaidan,Евромайдан,2013–2014 pro-european protests in Ukraine,протесты на Украине с 30 ноября 2013 года по 22 февраля 2014 года,Ukraine,Ukraine,Q212,country,2014.0,76,high,historical_or_political,local_validated,wikidata,Q15224558,False,Евромайдан,manual_mapping_v1,False,Евромайдан,,,False,,
aist_cis_event_Q16335075,War in Donbas,event,event,Q16335075,https://www.wikidata.org/wiki/Q16335075,War in Donbas,война в Донбассе,2014–2022 war between Ukraine and Russia in the Donbas region of Ukraine,"вооружённый конфликт на востоке Украины в Донецкой и Луганской областях, длившийся с 2014 по 2022 год",Ukraine,Ukraine,Q212,country,2014.0,73,high,historical_or_political,local_validated,wikidata,Q16335075,False,война в Донбассе,manual_mapping_v1,False,война в Донбассе,,,False,,
aist_cis_event_Q631991,Russo-Polish War,event,event,Q631991,https://www.wikidata.org/wiki/Q631991,Russo-Polish War,Русско-польская война 1654—1667 годов,1654–1667 major conflict between Tsardom of Russia and the Polish-Lithuanian Commonwealth,военный конфликт между Россией и Речью Посполитой за контроль над восточнорусскими землями,Ukraine,Ukraine,Q212,text_country_context,1654.0,40,high,historical_or_political,local_validated,wikidata,Q631991,True,советско-польская война,manual_mapping_v1,True,советско-польская война,"широкое историческое событие: конфликт с участием Советской России и территорий, релевантных современной Беларуси, Украине и региону в целом",оставлена как событие постимперского/раннесоветского контекста,True,"широкое историческое событие: конфликт с участием Советской России и территорий, релевантных современной Беларуси, Украине и региону в целом",оставлена как событие постимперского/раннесоветского контекста
aist_cis_event_Q660004,Second Russo-Turkish War,event,event,Q660004,https://www.wikidata.org/wiki/Q660004,Second Russo-Turkish War,Русско-турецкая война 1672—1681 годов,1676-1681 war between the Tsardom of Russia and the Ottoman Empire,,Ukraine,Ukraine,Q212,country,1676.0,37,medium,historical_or_political,local_validated,wikidata,Q660004,True,вторая русско-турецкая война,manual_mapping_v1,True,вторая русско-турецкая война,"широкое историческое событие: конфликт Российской империи, связанный с черноморским, кавказским и имперским контекстом региона","оставлена как broad historical target, но страновая привязка требует осторожной интерпретации",True,"широкое историческое событие: конфликт Российской империи, связанный с черноморским, кавказским и имперским контекстом региона","оставлена как broad historical target, но страновая привязка требует осторожной интерпретации"
aist_cis_event_manual_UA_chernobyl_disaster,Chernobyl disaster,event,event,,,Chernobyl disaster,,curated fallback seed for balanced CIS coverage,,Ukraine,Ukraine,Q212,curated_country_category_seed,1986.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,Чернобыльская катастрофа,manual_mapping_v1,False,Чернобыльская катастрофа,,,False,,
aist_cis_event_manual_UA_dissolution_of_the_soviet_union,Dissolution of the Soviet Union,event,event,,,Dissolution of the Soviet Union,,curated fallback seed for balanced CIS coverage,,Ukraine,Ukraine,Q212,curated_country_category_seed,1991.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,распад СССР,manual_mapping_v1,False,распад СССР,,,False,,
aist_cis_event_manual_UZ_andijan_massacre,Andijan massacre,event,event,,,Andijan massacre,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,2005.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,Андижанские события,manual_mapping_v1,False,Андижанские события,,,False,,
aist_cis_event_manual_UZ_basmachi_movement_in_uzbekistan,Basmachi movement in Uzbekistan,event,event,,,Basmachi movement in Uzbekistan,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,manual_country_qualified_event_context,1916.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,басмаческое движение в Узбекистане,manual_mapping_v1,False,басмаческое движение в Узбекистане,,,False,,
aist_cis_event_manual_UZ_kokand_autonomy,Kokand autonomy,event,event,,,Kokand autonomy,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,1917.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,Кокандская автономия,manual_mapping_v1,False,Кокандская автономия,,,False,,
aist_cis_event_manual_UZ_tashkent_earthquake,Tashkent earthquake,event,event,,,Tashkent earthquake,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,1966.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,Ташкентское землетрясение,manual_mapping_v1,False,Ташкентское землетрясение,,,False,,
aist_cis_event_manual_UZ_uzbekistan_independence,Uzbekistan independence,event,event,,,Uzbekistan independence,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,1991.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,независимость Узбекистана,manual_mapping_v1,False,независимость Узбекистана,,,False,,
aist_cis_event_manual_UZ_uzbekistan_independence_referendum,Uzbekistan independence referendum,event,event,,,Uzbekistan independence referendum,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,1991.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,референдум о независимости Узбекистана,manual_mapping_v1,False,референдум о независимости Узбекистана,,,False,,
aist_cis_event_Q110413718,2022 Kazakh unrest,event,event,Q110413718,https://www.wikidata.org/wiki/Q110413718,2022 Kazakh unrest,Протесты в Казахстане (2022),series of protests in Kazakhstan that began on 2 January 2022 after an LPG price increase,"протесты в городах Казахстана, начавшиеся 2 января 2022 года и спровоцированные повышением цен на сжиженный газ",Kazakhstan,Kazakhstan,Q232,country,2022.0,52,high,historical_or_political,local_validated,wikidata,Q110413718,False,январские события 2022 года в Казахстане,manual_mapping_v1,False,январские события 2022 года в Казахстане,,,False,,
aist_cis_event_manual_KZ_battle_of_orbulak,Battle of Orbulak,event,event,,,Battle of Orbulak,,curated manual preprocessing seed for balanced event coverage,,Kazakhstan,Kazakhstan,Q232,manual_preprocessing_event_seed,1643.0,0,curated_seed,historical_or_political,curated_seed,manual_preprocessing_seed,,False,Орбулакская битва,manual_mapping_v1,False,Орбулакская битва,,,False,,
aist_cis_event_manual_KZ_kazakh_famine_of_1930_1933,Kazakh famine of 1930-1933,event,event,,,Kazakh famine of 1930-1933,,curated fallback seed for balanced CIS coverage,,Kazakhstan,Kazakhstan,Q232,curated_country_category_seed,1930.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,голод в Казахстане 1930–1933 годов,manual_mapping_v1,False,голод в Казахстане 1930–1933 годов,,,False,,
aist_cis_event_manual_KZ_kazakhstan_constitutional_referendum,Kazakhstan constitutional referendum,event,event,,,Kazakhstan constitutional referendum,,curated manual preprocessing seed for balanced event coverage,,Kazakhstan,Kazakhstan,Q232,manual_preprocessing_event_seed,1995.0,0,curated_seed,historical_or_political,curated_seed,manual_preprocessing_seed,,False,конституционный референдум в Казахстане,manual_mapping_v1,False,конституционный референдум в Казахстане,,,False,,
aist_cis_event_manual_KZ_kazakhstan_independence,Kazakhstan independence,event,event,,,Kazakhstan independence,,curated fallback seed for balanced CIS coverage,,Kazakhstan,Kazakhstan,Q232,curated_country_category_seed,1991.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,независимость Казахстана,manual_mapping_v1,False,независимость Казахстана,,,False,,
aist_cis_event_manual_KZ_kenesary_kasymov_rebellion,Kenesary Kasymov rebellion,event,event,,,Kenesary Kasymov rebellion,,curated fallback seed for balanced CIS coverage,,Kazakhstan,Kazakhstan,Q232,curated_country_category_seed,1837.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,восстание Кенесары Касымова,manual_mapping_v1,False,восстание Кенесары Касымова,,,False,,
aist_cis_event_Q381375,First Nagorno-Karabakh War,event,event,Q381375,https://www.wikidata.org/wiki/Q381375,First Nagorno-Karabakh War,Первая карабахская война,armed conflict that took place in the late 1980s to May 1994,боевые действия между азербайджанскими и армянскими вооружёнными формированиями,Azerbaijan,Azerbaijan,Q227,participant_country,1988.0,67,high,historical_or_political,local_validated,wikidata,Q381375,False,первая карабахская война,manual_mapping_v1,False,первая карабахская война,,,False,,
aist_cis_event_Q16954835,Nagorno-Karabakh conflict,event,event,Q16954835,https://www.wikidata.org/wiki/Q16954835,Nagorno-Karabakh conflict,Карабахский конфликт,ethnic and territorial conflict between Armenia and Azerbaijan,этнополитический конфликт в Закавказье между азербайджанцами и армянами,Azerbaijan,Azerbaijan,Q227,text_country_context,1988.0,49,high,historical_or_political,local_validated,wikidata,Q16954835,True,нагорно-карабахский конфликт,manual_mapping_v1,True,нагорно-карабахский конфликт,"чувствительный спорный объект: южнокавказский конфликт, центральный для армяно-азербайджанской и постсоветской региональной политики",оставлен как высокочувствительный конфликтный target; результаты лучше анализировать агрегированно,True,"чувствительный спорный объект: южнокавказский конфликт, центральный для армяно-азербайджанской и постсоветской региональной политики",оставлен как высокочувствительный конфликтный target; результаты лучше анализировать агрегированно
aist_cis_event_Q99659280,Second Nagorno-Karabakh War,event,event,Q99659280,https://www.wikidata.org/wiki/Q99659280,Second Nagorno-Karabakh War,Вторая карабахская война,armed conflict in South Caucasus,война Азербайджана с непризнанной Нагорно-Карабахской Республикой и Арменией,Azerbaijan,Azerbaijan,Q227,country,2020.0,73,high,historical_or_political,wikidata_validated,wikidata,Q99659280,False,вторая карабахская война,manual_mapping_v1,False,вторая карабахская война,,,False,,
aist_cis_event_manual_AZ_azerbaijan_independence_referendum,Azerbaijan independence referendum,event,event,,,Azerbaijan independence referendum,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,1991.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,референдум о независимости Азербайджана,manual_mapping_v1,False,референдум о независимости Азербайджана,,,False,,
aist_cis_event_manual_AZ_baku_earthquake_of_2000,Baku earthquake of 2000,event,event,,,Baku earthquake of 2000,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,2000.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,Бакинское землетрясение 2000 года,manual_mapping_v1,False,Бакинское землетрясение 2000 года,,,False,,
aist_cis_event_manual_AZ_black_january,Black January,event,event,,,Black January,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,1990.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,Чёрный январь,manual_mapping_v1,False,Чёрный январь,,,False,,
aist_cis_event_manual_TJ_1992_tajikistani_presidential_election,1992 Tajikistani presidential election,event,event,,,1992 Tajikistani presidential election,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,1992.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,президентские выборы в Таджикистане 1992 года,manual_mapping_v1,False,президентские выборы в Таджикистане 1992 года,,,False,,
aist_cis_event_manual_TJ_basmachi_movement_in_tajikistan,Basmachi movement in Tajikistan,event,event,,,Basmachi movement in Tajikistan,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,manual_country_qualified_event_context,1916.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,басмаческое движение в Таджикистане,manual_mapping_v1,False,басмаческое движение в Таджикистане,,,False,,
aist_cis_event_manual_TJ_dushanbe_riots,Dushanbe riots,event,event,,,Dushanbe riots,,curated manual preprocessing seed for balanced event coverage,,Tajikistan,Tajikistan,Q863,manual_preprocessing_event_seed,1990.0,0,curated_seed,historical_or_political,curated_seed,manual_preprocessing_seed,,False,душанбинские беспорядки,manual_mapping_v1,False,душанбинские беспорядки,,,False,,
aist_cis_event_manual_TJ_kulob_earthquake,Kulob earthquake,event,event,,,Kulob earthquake,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,2006.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,Кулябское землетрясение,manual_mapping_v1,False,Кулябское землетрясение,,,False,,
aist_cis_event_manual_TJ_tajik_constitutional_referendum,Tajik constitutional referendum,event,event,,,Tajik constitutional referendum,,curated manual preprocessing seed for balanced event coverage,,Tajikistan,Tajikistan,Q863,manual_preprocessing_event_seed,1994.0,0,curated_seed,historical_or_political,curated_seed,manual_preprocessing_seed,,False,конституционный референдум в Таджикистане,manual_mapping_v1,False,конституционный референдум в Таджикистане,,,False,,
aist_cis_event_manual_TJ_tajikistan_independence,Tajikistan independence,event,event,,,Tajikistan independence,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,1991.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,независимость Таджикистана,manual_mapping_v1,False,независимость Таджикистана,,,False,,
aist_cis_event_manual_BY_2020_belarusian_protests,2020 Belarusian protests,event,event,,,2020 Belarusian protests,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,2020.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,протесты в Беларуси 2020 года,manual_mapping_v1,False,протесты в Беларуси 2020 года,,,False,,
aist_cis_event_manual_BY_battle_of_minsk,Battle of Minsk,event,event,,,Battle of Minsk,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,1941.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,битва за Минск,manual_mapping_v1,False,битва за Минск,,,False,,
aist_cis_event_manual_BY_belarusian_independence_referendum,Belarusian independence referendum,event,event,,,Belarusian independence referendum,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,1991.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,референдум о независимости Беларуси,manual_mapping_v1,False,референдум о независимости Беларуси,,,False,,
aist_cis_event_manual_BY_impact_of_the_chernobyl_disaster_in_belarus,Impact of the Chernobyl disaster in Belarus,event,event,,,Impact of the Chernobyl disaster in Belarus,,Belarus-specific impact of the 1986 Chernobyl disaster,,Belarus,Belarus,Q184,manual_affected_country_context,1986.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,последствия Чернобыльской катастрофы в Беларуси,manual_mapping_v1,False,последствия Чернобыльской катастрофы в Беларуси,,,False,,
aist_cis_event_manual_BY_operation_bagration,Operation Bagration,event,event,,,Operation Bagration,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,1944.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,операция «Багратион»,manual_mapping_v1,False,операция «Багратион»,,,False,,
aist_cis_event_manual_BY_slutsk_uprising,Slutsk uprising,event,event,,,Slutsk uprising,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,1920.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,Слуцкое восстание,manual_mapping_v1,False,Слуцкое восстание,,,False,,
aist_cis_event_Q236023,Kyrgyz Revolution of 2010,event,event,Q236023,https://www.wikidata.org/wiki/Q236023,Kyrgyz Revolution of 2010,Революция в Кыргызстане,revolution,протесты против власти в Кыргызстане,Kyrgyzstan,Kyrgyzstan,Q813,country,2010.0,37,medium,historical_or_political,local_validated,wikidata,Q236023,False,революция в Кыргызстане 2010 года,manual_mapping_v1,False,революция в Кыргызстане 2010 года,,,False,,
aist_cis_event_Q99979519,2020 Kyrgyz Revolution,event,event,Q99979519,https://www.wikidata.org/wiki/Q99979519,2020 Kyrgyz Revolution,Революция в Кыргызстане (2020),protests in response to the 2020 Kyrygz Parliamentary Election,"акции протеста, начавшиеся 5 октября 2020 года на территории Кыргызстана",Kyrgyzstan,Kyrgyzstan,Q813,country,2020.0,31,medium,historical_or_political,wikidata_validated,wikidata,Q99979519,False,революция в Кыргызстане 2020 года,manual_mapping_v1,False,революция в Кыргызстане 2020 года,,,False,,
aist_cis_event_manual_KG_batken_conflict,Batken conflict,event,event,,,Batken conflict,,curated fallback seed for balanced CIS coverage,,Kyrgyzstan,Kyrgyzstan,Q813,curated_country_category_seed,1999.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,Баткенский конфликт,manual_mapping_v1,False,Баткенский конфликт,,,False,,
aist_cis_event_manual_KG_kyrgyzstan_independence,Kyrgyzstan independence,event,event,,,Kyrgyzstan independence,,curated fallback seed for balanced CIS coverage,,Kyrgyzstan,Kyrgyzstan,Q813,curated_country_category_seed,1991.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,независимость Кыргызстана,manual_mapping_v1,False,независимость Кыргызстана,,,False,,
aist_cis_event_manual_KG_osh_riots,Osh riots,event,event,,,Osh riots,,curated fallback seed for balanced CIS coverage,,Kyrgyzstan,Kyrgyzstan,Q813,curated_country_category_seed,2010.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,Ошские события,manual_mapping_v1,False,Ошские события,,,False,,
aist_cis_event_manual_KG_tulip_revolution,Tulip Revolution,event,event,,,Tulip Revolution,,curated fallback seed for balanced CIS coverage,,Kyrgyzstan,Kyrgyzstan,Q813,curated_country_category_seed,2005.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,Тюльпановая революция,manual_mapping_v1,False,Тюльпановая революция,,,False,,
aist_cis_event_manual_TM_annexation_of_merv,Annexation of Merv,event,event,,,Annexation of Merv,,curated fallback seed for balanced CIS coverage,,Turkmenistan,Turkmenistan,Q874,curated_country_category_seed,1884.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,присоединение Мерва,manual_mapping_v1,False,присоединение Мерва,,,False,,
aist_cis_event_manual_TM_ashgabat_earthquake_of_1948,Ashgabat earthquake of 1948,event,event,,,Ashgabat earthquake of 1948,,curated fallback seed for balanced CIS coverage,,Turkmenistan,Turkmenistan,Q874,curated_country_category_seed,1948.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,Ашхабадское землетрясение 1948 года,manual_mapping_v1,False,Ашхабадское землетрясение 1948 года,,,False,,
aist_cis_event_manual_TM_battle_of_dandanaqan,Battle of Dandanaqan,event,event,,,Battle of Dandanaqan,,curated fallback seed for balanced CIS coverage,,Turkmenistan,Turkmenistan,Q874,curated_country_category_seed,1040.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,битва при Данданакане,manual_mapping_v1,False,битва при Данданакане,,,False,,
aist_cis_event_manual_TM_battle_of_geok_tepe,Battle of Geok Tepe,event,event,,,Battle of Geok Tepe,,curated fallback seed for balanced CIS coverage,,Turkmenistan,Turkmenistan,Q874,curated_country_category_seed,1881.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,битва при Геок-Тепе,manual_mapping_v1,False,битва при Геок-Тепе,,,False,,
aist_cis_event_manual_TM_permanent_neutrality_of_turkmenistan,Permanent neutrality of Turkmenistan,event,event,,,Permanent neutrality of Turkmenistan,,international recognition of Turkmenistan's permanent neutrality in 1995,,Turkmenistan,Turkmenistan,Q874,curated_country_category_seed,1995.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,постоянный нейтралитет Туркменистана,manual_mapping_v1,False,постоянный нейтралитет Туркменистана,,,False,,
aist_cis_event_manual_TM_turkmenistan_independence,Turkmenistan independence,event,event,,,Turkmenistan independence,,curated fallback seed for balanced CIS coverage,,Turkmenistan,Turkmenistan,Q874,curated_country_category_seed,1991.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,независимость Туркменистана,manual_mapping_v1,False,независимость Туркменистана,,,False,,
aist_cis_event_Q620735,Russo-Georgian War,event,event,Q620735,https://www.wikidata.org/wiki/Q620735,Russo-Georgian War,война в Грузии,2008 Russian invasion of Georgia,вторжение РФ в Грузию 2008 года,Georgia,Georgia,Q230,participant_country,2008.0,83,high,historical_or_political,local_validated,wikidata,Q620735,False,российско-грузинская война,manual_mapping_v1,False,российско-грузинская война,,,False,,
aist_cis_event_Q219470,Rose Revolution,event,event,Q219470,https://www.wikidata.org/wiki/Q219470,Rose Revolution,Революция роз,2003 popular uprising against corrupt leadership in Georgia,смена власти в Грузии на фоне фальсификации выборов (ноябрь 2003 года),Georgia,Georgia,Q230,country,2003.0,52,high,historical_or_political,local_validated,wikidata,Q219470,False,Революция роз,manual_mapping_v1,False,Революция роз,,,False,,
aist_cis_event_Q1209169,War in Abkhazia,event,event,Q1209169,https://www.wikidata.org/wiki/Q1209169,War in Abkhazia,война в Абхазии,war in Abkhazia from 1992 to 1993,вооружённый конфликт на территории Абхазии в 1992—1993 годах,Georgia,Georgia,Q230,participant_country,1992.0,37,medium,historical_or_political,local_validated,wikidata,Q1209169,False,война в Абхазии,manual_mapping_v1,False,война в Абхазии,,,False,,
aist_cis_event_Q29242,Georgian–Ossetian conflict,event,event,Q29242,https://www.wikidata.org/wiki/Q29242,Georgian–Ossetian conflict,грузино-южноосетинский конфликт,ethno-political conflict over Georgia's autonomous region of South Ossetia,этнополитический конфликт,Georgia,Georgia,Q230,participant_country,1989.0,30,medium,historical_or_political,local_validated,wikidata,Q29242,False,грузино-осетинский конфликт,manual_mapping_v1,False,грузино-осетинский конфликт,,,False,,
aist_cis_event_manual_GE_1991_georgian_coup_d_etat,1991 Georgian coup d'état,event,event,,,1991 Georgian coup d'état,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,1991.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,государственный переворот в Грузии 1991 года,manual_mapping_v1,False,государственный переворот в Грузии 1991 года,,,False,,
aist_cis_event_manual_GE_battle_of_didgori,Battle of Didgori,event,event,,,Battle of Didgori,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,1121.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,Дидгорская битва,manual_mapping_v1,False,Дидгорская битва,,,False,,
aist_cis_event_Q51846024,2018 Armenian Revolution,event,event,Q51846024,https://www.wikidata.org/wiki/Q51846024,2018 Armenian Revolution,Протесты в Армении,protests against Prime Minister Sersch Sargsyan and the government in Armenia in April and May 2018,смена власти в Армении в 2018 году,Armenia,Armenia,Q399,country,2018.0,33,medium,historical_or_political,local_validated,wikidata,Q51846024,False,революция в Армении 2018 года,manual_mapping_v1,False,революция в Армении 2018 года,,,False,,
aist_cis_event_manual_AM_armenian_genocide,Armenian Genocide,event,event,,,Armenian Genocide,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,1915.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,геноцид армян,manual_mapping_v1,False,геноцид армян,,,False,,
aist_cis_event_manual_AM_armenian_independence_referendum,Armenian independence referendum,event,event,,,Armenian independence referendum,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,1991.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,референдум о независимости Армении,manual_mapping_v1,False,референдум о независимости Армении,,,False,,
aist_cis_event_manual_AM_battle_of_sardarabad,Battle of Sardarabad,event,event,,,Battle of Sardarabad,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,1918.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,Сардарапатская битва,manual_mapping_v1,False,Сардарапатская битва,,,False,,
aist_cis_event_manual_AM_spitak_earthquake,Spitak earthquake,event,event,Q785479,https://www.wikidata.org/wiki/Q785479,Spitak earthquake,Спитакское землетрясение,1988 earthquake in northern Armenia,землетрясение 1988 года на севере Армении,Armenia,Armenia,Q399,manual_replacement_for_contextual_duplicate,1988.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,manual_AM_spitak_earthquake,False,Спитакское землетрясение,manual_mapping_v2,False,Спитакское землетрясение,,,False,,
aist_cis_event_manual_MD_2009_moldova_civil_unrest,2009 Moldova civil unrest,event,event,,,2009 Moldova civil unrest,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,2009.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,массовые беспорядки в Молдове 2009 года,manual_mapping_v1,False,массовые беспорядки в Молдове 2009 года,,,False,,
aist_cis_event_manual_MD_battle_of_tighina,Battle of Tighina,event,event,,,Battle of Tighina,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,1992.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,битва за Бендеры,manual_mapping_v1,False,битва за Бендеры,,,False,,
aist_cis_event_manual_MD_gagauz_autonomy_referendum,Gagauz autonomy referendum,event,event,,,Gagauz autonomy referendum,,curated manual preprocessing seed for balanced event coverage,,Moldova,Moldova,Q217,manual_preprocessing_event_seed,1994.0,0,curated_seed,historical_or_political,curated_seed,manual_preprocessing_seed,,False,референдум об автономии Гагаузии,manual_mapping_v1,False,референдум об автономии Гагаузии,,,False,,
aist_cis_event_manual_MD_moldovan_constitutional_referendum,Moldovan constitutional referendum,event,event,,,Moldovan constitutional referendum,,curated manual preprocessing seed for balanced event coverage,,Moldova,Moldova,Q217,manual_preprocessing_event_seed,1994.0,0,curated_seed,historical_or_political,curated_seed,manual_preprocessing_seed,,False,конституционный референдум в Молдове,manual_mapping_v1,False,конституционный референдум в Молдове,,,False,,
aist_cis_event_manual_MD_moldovan_independence,Moldovan independence,event,event,,,Moldovan independence,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,1991.0,0,curated_seed,historical_or_political,curated_seed,manual_seed_catalog,,False,независимость Молдовы,manual_mapping_v1,False,независимость Молдовы,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_RU_17,Cultural space and oral culture of the Semeiskie,cultural_symbol_or_place,cultural_symbol_or_place,,,Cultural space and oral culture of the Semeiskie,,Representative List,,Russia,Russia,Q159,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,17,False,культурное пространство и устная культура семейских,manual_mapping_v1,False,культурное пространство и устная культура семейских,,,False,,
aist_cis_cultural_symbol_or_place_unesco_ich_RU_145,"Olonkho, Yakut heroic epos",cultural_symbol_or_place,cultural_symbol_or_place,,,"Olonkho, Yakut heroic epos",,Representative List,,Russia,Russia,Q159,unesco_ich_country_iso,,0,source_priority,cultural,unesco_seed,unesco_ich,145,False,Олонхо — якутский героический эпос,manual_mapping_v1,False,Олонхо — якутский героический эпос,,,False,,
aist_cis_cultural_symbol_or_place_Q132783,Hermitage Museum,cultural_symbol_or_place,cultural_symbol_or_place,Q132783,https://www.wikidata.org/wiki/Q132783,Hermitage Museum,Государственный Эрмитаж,"museum in Saint Petersburg, Russia",крупнейший в России и мире художественный и культурно-исторический музей в Санкт-Петербурге,Russia,Russia,Q159,country,,86,high,cultural,wikidata_validated,wikidata,Q132783,False,Эрмитаж,manual_mapping_v1,False,Эрмитаж,,,False,,
aist_cis_cultural_symbol_or_place_manual_RU_bolshoi_theatre,Bolshoi Theatre,cultural_symbol_or_place,cultural_symbol_or_place,,,Bolshoi Theatre,,curated fallback seed for balanced CIS coverage,,Russia,Russia,Q159,curated_country_category_seed,,0,curated_seed,cultural,curated_seed,manual_seed_catalog,,False,Большой театр,manual_mapping_v1,False,Большой театр,,,False,,
